Geography,BusinessLine,Account,SubCategory,Period,Value
CEE,Technology Services,Not assigned,Net change to prov (including inventories depreci,001.2024,8.57281
CEE,Technology Services,Not assigned,Capitalized Production,001.2024,36.27253481
CEE,Technology Services,Not assigned,OM,001.2024,-446.0998974
CEE,SharedService Cente,Intergroup - GDC,Personnel Costs,001.2024,-1.37712
CEE,SharedService Cente,Intergroup - GDC,Contra-accounts,001.2024,-1.37712
CEE,SharedService Cente,Intergroup - GDC,OM,001.2024,-1.37712
CEE,SharedService Cente,Intergroup - Germany,Revenue Total,001.2024,1.8
CEE,SharedService Cente,Intergroup - Germany,Revenue Internal,001.2024,1.8
CEE,SharedService Cente,Intergroup - Germany,IR Sales of Service,001.2024,1.8
CEE,SharedService Cente,Intergroup - Germany,Personnel Costs,001.2024,-12.54005
CEE,SharedService Cente,Intergroup - Germany,Subco Direct,001.2024,-32.82983
CEE,SharedService Cente,Intergroup - Germany,Subco Direct External,001.2024,-32.82983
CEE,SharedService Cente,Intergroup - Germany,Contra-accounts,001.2024,20.28978
CEE,SharedService Cente,Intergroup - Germany,OM,001.2024,-10.74005
CEE,SharedService Cente,Intergroup - NAO,Revenue Total,001.2024,-11.07174
CEE,SharedService Cente,Intergroup - NAO,Revenue Internal,001.2024,-11.07174
CEE,SharedService Cente,Intergroup - NAO,IR Sales of Service,001.2024,-11.07174
CEE,SharedService Cente,Intergroup - NAO,Personnel Costs,001.2024,12.56333
CEE,SharedService Cente,Intergroup - NAO,Contra-accounts,001.2024,12.56333
CEE,SharedService Cente,Intergroup - NAO,OM,001.2024,1.49159
CEE,SharedService Cente,Intergroup -CEE,Revenue Total,001.2024,-36.04
CEE,SharedService Cente,Intergroup -CEE,Revenue Internal,001.2024,-36.04
CEE,SharedService Cente,Intergroup -CEE,IR Sales of Service,001.2024,-36.04
CEE,SharedService Cente,Intergroup -CEE,Personnel Costs,001.2024,26.07812
CEE,SharedService Cente,Intergroup -CEE,Subco Direct,001.2024,198.605
CEE,SharedService Cente,Intergroup -CEE,Subco Direct Internal,001.2024,198.605
CEE,SharedService Cente,Intergroup -CEE,Contra-accounts,001.2024,-172.52688
CEE,SharedService Cente,Intergroup -CEE,Non Personnel Costs,001.2024,123.77757
CEE,SharedService Cente,Intergroup -CEE,NPC Offshore/IC/Regional costs,001.2024,123.77757
CEE,SharedService Cente,Intergroup -CEE,OM,001.2024,113.81569
CEE,SharedService Cente,Not assigned,Revenue Total,001.2024,-24.61188935
CEE,SharedService Cente,Not assigned,Revenue External,001.2024,3.06516E-05
CEE,SharedService Cente,Not assigned,ER Other,001.2024,3.06516E-05
CEE,SharedService Cente,Not assigned,Revenue Internal,001.2024,-24.61192
CEE,SharedService Cente,Not assigned,IR Sales of Service,001.2024,-24.61192
CEE,SharedService Cente,Not assigned,Personnel Costs,001.2024,-239.0520276
CEE,SharedService Cente,Not assigned,Personnel Expenses,001.2024,-520.159325
CEE,SharedService Cente,Not assigned,Personnel Expenses Direct,001.2024,-520.159325
CEE,SharedService Cente,Not assigned,Subco Direct,001.2024,-180.94643
CEE,SharedService Cente,Not assigned,Subco Direct Internal,001.2024,-213.77626
CEE,SharedService Cente,Not assigned,Subco Direct External,001.2024,32.82983
CEE,SharedService Cente,Not assigned,Outsourced Services Direct,001.2024,136.5358141
CEE,SharedService Cente,Not assigned,Outsourced Services Direct Internal,001.2024,11.80473408
CEE,SharedService Cente,Not assigned,Outsourced Services Direct External,001.2024,124.73108
CEE,SharedService Cente,Not assigned,Global Recharge Direct,001.2024,-0.613133169
CEE,SharedService Cente,Not assigned,Contra-accounts,001.2024,326.1310466
CEE,SharedService Cente,Not assigned,Non Personnel Costs,001.2024,-98.4369438
CEE,SharedService Cente,Not assigned,Rent,001.2024,-0.122387277
CEE,SharedService Cente,Not assigned,Other Lease,001.2024,37.2
CEE,SharedService Cente,Not assigned,Telecom costs,001.2024,0.023259395
CEE,SharedService Cente,Not assigned,Travel expenses,001.2024,-6.013326496
CEE,SharedService Cente,Not assigned,Company cars related costs,001.2024,-1.84352815
CEE,SharedService Cente,Not assigned,Other insurance Premiums,001.2024,-0.23131723
CEE,SharedService Cente,Not assigned,Other expenses,001.2024,0.022779889
CEE,SharedService Cente,Not assigned,NPC Offshore/IC/Regional costs,001.2024,-123.77757
CEE,SharedService Cente,Not assigned,Global Recharge Indirect,001.2024,-3.694853927
CEE,SharedService Cente,Not assigned,Non-CH,001.2024,-0.801076489
CEE,SharedService Cente,Not assigned,Dep of fixed assets,001.2024,-0.801076489
CEE,SharedService Cente,Not assigned,OM,001.2024,-362.9019372
CEE,Support Tech,ALLIANZ,Revenue Total,001.2024,1.648
CEE,Support Tech,ALLIANZ,Revenue External,001.2024,1.648
CEE,Support Tech,ALLIANZ,ER Sales of Service,001.2024,1.648
CEE,Support Tech,ALLIANZ,OM,001.2024,1.648
CEE,Support Tech,ASFINAG,Personnel Costs,001.2024,-50.60032
CEE,Support Tech,ASFINAG,Contra-accounts,001.2024,-50.60032
CEE,Support Tech,ASFINAG,Non Personnel Costs,001.2024,-0.17952
CEE,Support Tech,ASFINAG,Travel expenses,001.2024,-0.17952
CEE,Support Tech,ASFINAG,OM,001.2024,-50.77984
CEE,Support Tech,CLUSTER TMT - HIGH TECH&ENG. (TECH),Revenue Total,001.2024,24.7085
CEE,Support Tech,CLUSTER TMT - HIGH TECH&ENG. (TECH),Revenue External,001.2024,24.7085
CEE,Support Tech,CLUSTER TMT - HIGH TECH&ENG. (TECH),ER Sales of Service,001.2024,0.23075
CEE,Support Tech,CLUSTER TMT - HIGH TECH&ENG. (TECH),ER Value Added Resale,001.2024,2.0817
CEE,Support Tech,CLUSTER TMT - HIGH TECH&ENG. (TECH),ER Other,001.2024,22.39605
CEE,Support Tech,CLUSTER TMT - HIGH TECH&ENG. (TECH),Personnel Costs,001.2024,-6.470221771
CEE,Support Tech,CLUSTER TMT - HIGH TECH&ENG. (TECH),Contra-accounts,001.2024,-6.470221771
CEE,Support Tech,CLUSTER TMT - HIGH TECH&ENG. (TECH),Non Personnel Costs,001.2024,-17.59789
CEE,Support Tech,CLUSTER TMT - HIGH TECH&ENG. (TECH),Rent,001.2024,-15.59789
CEE,Support Tech,CLUSTER TMT - HIGH TECH&ENG. (TECH),Other expenses,001.2024,-2
CEE,Support Tech,CLUSTER TMT - HIGH TECH&ENG. (TECH),OM,001.2024,0.640388229
CEE,Support Tech,HUNGARIAN GOVERNMENT,Revenue Total,001.2024,5.58464341
CEE,Support Tech,HUNGARIAN GOVERNMENT,Revenue External,001.2024,5.58464341
CEE,Support Tech,HUNGARIAN GOVERNMENT,ER Sales of Service,001.2024,5.58464341
CEE,Support Tech,HUNGARIAN GOVERNMENT,Personnel Costs,001.2024,-4.321286048
CEE,Support Tech,HUNGARIAN GOVERNMENT,Contra-accounts,001.2024,-4.321286048
CEE,Support Tech,HUNGARIAN GOVERNMENT,OM,001.2024,1.263357362
CEE,Support Tech,KABEG,Outsourced Services Direct,001.2024,-0.67997
CEE,Support Tech,KABEG,Outsourced Services Direct External,001.2024,-0.67997
CEE,Support Tech,KABEG,Contra-accounts,001.2024,0.67997
CEE,Support Tech,MICROSOFT,Revenue Total,001.2024,-9
CEE,Support Tech,MICROSOFT,Revenue External,001.2024,-9
CEE,Support Tech,MICROSOFT,ER Sales of Service,001.2024,-9
CEE,Support Tech,MICROSOFT,OM,001.2024,-9
CEE,Support Tech,ÖSTERREICHISCHE NOTARIATSKAMMER,Revenue Total,001.2024,25.858
CEE,Support Tech,ÖSTERREICHISCHE NOTARIATSKAMMER,Revenue Internal,001.2024,25.858
CEE,Support Tech,ÖSTERREICHISCHE NOTARIATSKAMMER,IR Sales of Service,001.2024,25.858
CEE,Support Tech,ÖSTERREICHISCHE NOTARIATSKAMMER,Personnel Costs,001.2024,-21.66787
CEE,Support Tech,ÖSTERREICHISCHE NOTARIATSKAMMER,Personnel Expenses,001.2024,-1.47
CEE,Support Tech,ÖSTERREICHISCHE NOTARIATSKAMMER,Personnel Expenses Direct,001.2024,-1.47
CEE,Support Tech,ÖSTERREICHISCHE NOTARIATSKAMMER,Outsourced Services Direct,001.2024,1.02336
CEE,Support Tech,ÖSTERREICHISCHE NOTARIATSKAMMER,Outsourced Services Direct Internal,001.2024,3.5
CEE,Support Tech,ÖSTERREICHISCHE NOTARIATSKAMMER,Outsourced Services Direct External,001.2024,-2.47664
CEE,Support Tech,ÖSTERREICHISCHE NOTARIATSKAMMER,Contra-accounts,001.2024,-21.22123
CEE,Support Tech,ÖSTERREICHISCHE NOTARIATSKAMMER,Non Personnel Costs,001.2024,-0.47
CEE,Support Tech,ÖSTERREICHISCHE NOTARIATSKAMMER,Telecom costs,001.2024,-0.47
CEE,Support Tech,ÖSTERREICHISCHE NOTARIATSKAMMER,Non-CH,001.2024,-3.2604
CEE,Support Tech,ÖSTERREICHISCHE NOTARIATSKAMMER,Dep of fixed assets,001.2024,-3.2604
CEE,Support Tech,ÖSTERREICHISCHE NOTARIATSKAMMER,OM,001.2024,0.45973
CEE,Support Tech,Intergroup - Germany,Personnel Costs,001.2024,0.8364
CEE,Support Tech,Intergroup - Germany,Contra-accounts,001.2024,0.8364
CEE,Support Tech,Intergroup - Germany,Non Personnel Costs,001.2024,184.9187681
CEE,Support Tech,Intergroup - Germany,Subcos costs Indirect,001.2024,-40.7366717
CEE,Support Tech,Intergroup - Germany,NPC Offshore/IC/Regional costs,001.2024,225.6554398
CEE,Support Tech,Intergroup - Germany,Non-CH,001.2024,1.108992405
CEE,Support Tech,Intergroup - Germany,Dep of fixed assets,001.2024,-0.09796
CEE,Support Tech,Intergroup - Germany,IFRS16 Impact,001.2024,1.206952405
CEE,Support Tech,Intergroup - Germany,OM,001.2024,186.8641605
CEE,Support Tech,Intergroup - NAO,Revenue Total,001.2024,0.354490863
CEE,Support Tech,Intergroup - NAO,Revenue Internal,001.2024,0.354490863
CEE,Support Tech,Intergroup - NAO,IR Sales of Service,001.2024,0.354490863
CEE,Support Tech,Intergroup - NAO,Non-CH,001.2024,-0.343854757
CEE,Support Tech,Intergroup - NAO,Dep of fixed assets,001.2024,-0.343854757
CEE,Support Tech,Intergroup - NAO,OM,001.2024,0.010636105
CEE,Support Tech,Intergroup -BTN,Revenue Total,001.2024,-49.9947
CEE,Support Tech,Intergroup -BTN,Revenue Internal,001.2024,-49.9947
CEE,Support Tech,Intergroup -BTN,IR Sales of Service,001.2024,-45.77059
CEE,Support Tech,Intergroup -BTN,IR Value Added Resale,001.2024,-4.22411
CEE,Support Tech,Intergroup -BTN,Personnel Costs,001.2024,49.9947
CEE,Support Tech,Intergroup -BTN,Outsourced Services Direct,001.2024,-2.27941
CEE,Support Tech,Intergroup -BTN,Outsourced Services Direct Internal,001.2024,-2.27941
CEE,Support Tech,Intergroup -BTN,Contra-accounts,001.2024,52.27411
CEE,Support Tech,Intergroup -CEE,Revenue Total,001.2024,84.96144863
CEE,Support Tech,Intergroup -CEE,Revenue External,001.2024,-0.142741373
CEE,Support Tech,Intergroup -CEE,ER Sales of Service,001.2024,-0.142741373
CEE,Support Tech,Intergroup -CEE,Revenue Internal,001.2024,85.10419
CEE,Support Tech,Intergroup -CEE,IR Sales of Service,001.2024,85.10419
CEE,Support Tech,Intergroup -CEE,Personnel Costs,001.2024,390.5666565
CEE,Support Tech,Intergroup -CEE,Personnel Expenses,001.2024,-0.09269
CEE,Support Tech,Intergroup -CEE,Personnel Expenses Direct,001.2024,-0.09269
CEE,Support Tech,Intergroup -CEE,Outsourced Services Direct,001.2024,-198.946
CEE,Support Tech,Intergroup -CEE,Outsourced Services Direct Internal,001.2024,-17.146
CEE,Support Tech,Intergroup -CEE,Outsourced Services Direct External,001.2024,-181.8
CEE,Support Tech,Intergroup -CEE,Contra-accounts,001.2024,589.6053465
CEE,Support Tech,Intergroup -CEE,Non Personnel Costs,001.2024,-9.886849976
CEE,Support Tech,Intergroup -CEE,Rent,001.2024,-25.84926135
CEE,Support Tech,Intergroup -CEE,Travel expenses,001.2024,-1.01499
CEE,Support Tech,Intergroup -CEE,Company cars related costs,001.2024,2.37968
CEE,Support Tech,Intergroup -CEE,NPC Offshore/IC/Regional costs,001.2024,14.59772137
CEE,Support Tech,Intergroup -CEE,OM,001.2024,465.6412552
CEE,Support Tech,Intergroup – Global Struture,Revenue Total,001.2024,-42.76776
CEE,Support Tech,Intergroup – Global Struture,Revenue Internal,001.2024,-42.76776
CEE,Support Tech,Intergroup – Global Struture,IR Sales of Service,001.2024,-42.76776
CEE,Support Tech,Intergroup – Global Struture,Personnel Costs,001.2024,193.1376793
CEE,Support Tech,Intergroup – Global Struture,Contra-accounts,001.2024,193.1376793
CEE,Support Tech,Intergroup – Global Struture,Non Personnel Costs,001.2024,25.70457936
CEE,Support Tech,Intergroup – Global Struture,NPC Offshore/IC/Regional costs,001.2024,25.70457936
CEE,Support Tech,Intergroup – Global Struture,OM,001.2024,176.0744986
CEE,Support Tech,Not assigned,Revenue Total,001.2024,218.8155748
CEE,Support Tech,Not assigned,Revenue Internal,001.2024,218.8155748
CEE,Support Tech,Not assigned,IR Sales of Service,001.2024,218.8155748
CEE,Support Tech,Not assigned,Personnel Costs,001.2024,-1823.945061
CEE,Support Tech,Not assigned,Personnel Expenses,001.2024,-1378.619068
CEE,Support Tech,Not assigned,Personnel Expenses Direct,001.2024,-233.4081007
CEE,Support Tech,Not assigned,Personnel Expenses Indirect,001.2024,-1145.210967
CEE,Support Tech,Not assigned,Subco Direct,001.2024,28.93090669
CEE,Support Tech,Not assigned,Subco Direct Internal,001.2024,31.34978048
CEE,Support Tech,Not assigned,Subco Direct External,001.2024,-2.41887379
CEE,Support Tech,Not assigned,Outsourced Services Direct,001.2024,-258.662499
CEE,Support Tech,Not assigned,Outsourced Services Direct Internal,001.2024,-78.61392979
CEE,Support Tech,Not assigned,Outsourced Services Direct External,001.2024,-180.0485692
CEE,Support Tech,Not assigned,Global Recharge Direct,001.2024,-167.6391015
CEE,Support Tech,Not assigned,Contra-accounts,001.2024,-47.95529869
CEE,Support Tech,Not assigned,Non Personnel Costs,001.2024,-813.416847
CEE,Support Tech,Not assigned,Maintenance,001.2024,-30.58617696
CEE,Support Tech,Not assigned,Rent,001.2024,-200.7734916
CEE,Support Tech,Not assigned,Other Lease,001.2024,-1.487874768
CEE,Support Tech,Not assigned,Telecom costs,001.2024,-7.912020483
CEE,Support Tech,Not assigned,Taxes and Similar expenses,001.2024,-49.91236
CEE,Support Tech,Not assigned,Other means of production,001.2024,-4.073626342
CEE,Support Tech,Not assigned,Travel expenses,001.2024,-24.57330732
CEE,Support Tech,Not assigned,Company cars related costs,001.2024,-51.5930463
CEE,Support Tech,Not assigned,Subcos costs Indirect,001.2024,73.30119921
CEE,Support Tech,Not assigned,Outsourced Services Indirect,001.2024,-36.11396569
CEE,Support Tech,Not assigned,Other insurance Premiums,001.2024,-2.261104649
CEE,Support Tech,Not assigned,Comm & Marketing costs,001.2024,-32.96295522
CEE,Support Tech,Not assigned,Professional fees,001.2024,-39.28373183
CEE,Support Tech,Not assigned,Other expenses,001.2024,-9.885620784
CEE,Support Tech,Not assigned,NPC Offshore/IC/Regional costs,001.2024,-297.6411437
CEE,Support Tech,Not assigned,Global Recharge Indirect,001.2024,-97.65762058
CEE,Support Tech,Not assigned,Non-CH,001.2024,-9.011023018
CEE,Support Tech,Not assigned,Dep of fixed assets,001.2024,-16.83599737
CEE,Support Tech,Not assigned,Gains & Losses on Disp of Assets,001.2024,0.09459268
CEE,Support Tech,Not assigned,IFRS16 Impact,001.2024,7.730381675
CEE,Support Tech,Not assigned,OM,001.2024,-2427.557356
FRA,Chief Growth Officer,Intergroup – France,Personnel Costs,001.2024,-48.71984
FRA,Chief Growth Officer,Intergroup – France,Outsourced Services Direct,001.2024,-48.71984
FRA,Chief Growth Officer,Intergroup – France,Outsourced Services Direct Internal,001.2024,-48.71984
FRA,Chief Growth Officer,Intergroup – France,OM,001.2024,-48.71984
FRA,Chief Growth Officer,Not assigned,Personnel Costs,001.2024,-1575.63498
FRA,Chief Growth Officer,Not assigned,Personnel Expenses,001.2024,-2093.7499
FRA,Chief Growth Officer,Not assigned,Personnel Expenses Direct,001.2024,-750.52402
FRA,Chief Growth Officer,Not assigned,Personnel Expenses Indirect,001.2024,-1343.22588
FRA,Chief Growth Officer,Not assigned,Outsourced Services Direct,001.2024,-10.04725
FRA,Chief Growth Officer,Not assigned,Outsourced Services Direct Internal,001.2024,-6.6629
FRA,Chief Growth Officer,Not assigned,Outsourced Services Direct External,001.2024,-3.38435
FRA,Chief Growth Officer,Not assigned,Global Recharge Direct,001.2024,-9.219
FRA,Chief Growth Officer,Not assigned,Contra-accounts,001.2024,537.38117
FRA,Chief Growth Officer,Not assigned,Non Personnel Costs,001.2024,-239.42439
FRA,Chief Growth Officer,Not assigned,Maintenance,001.2024,1.15632
FRA,Chief Growth Officer,Not assigned,Rent,001.2024,-83.83996
FRA,Chief Growth Officer,Not assigned,Telecom costs,001.2024,-0.1766
FRA,Chief Growth Officer,Not assigned,Taxes and Similar expenses,001.2024,-12.55218
FRA,Chief Growth Officer,Not assigned,Other means of production,001.2024,-0.08914
FRA,Chief Growth Officer,Not assigned,Travel expenses,001.2024,-34.48668
FRA,Chief Growth Officer,Not assigned,Company cars related costs,001.2024,-15.57067
FRA,Chief Growth Officer,Not assigned,Other insurance Premiums,001.2024,-5.20946
FRA,Chief Growth Officer,Not assigned,Comm & Marketing costs,001.2024,-0.82992
FRA,Chief Growth Officer,Not assigned,Global Recharge Indirect,001.2024,-87.8261
FRA,Chief Growth Officer,Not assigned,Non-CH,001.2024,2.01088
FRA,Chief Growth Officer,Not assigned,Capitalized Production,001.2024,2.01088
FRA,Chief Growth Officer,Not assigned,OM,001.2024,-1813.04849
FRA,Digital Workplace,AIR FRANCE KLM,Revenue Total,001.2024,285.19972
FRA,Digital Workplace,AIR FRANCE KLM,Revenue External,001.2024,249.91076
FRA,Digital Workplace,AIR FRANCE KLM,ER Sales of Service,001.2024,249.91076
FRA,Digital Workplace,AIR FRANCE KLM,Revenue Internal,001.2024,35.28896
FRA,Digital Workplace,AIR FRANCE KLM,IR Sales of Service,001.2024,35.28896
FRA,Digital Workplace,AIR FRANCE KLM,Personnel Costs,001.2024,-257.14368
FRA,Digital Workplace,AIR FRANCE KLM,Personnel Expenses,001.2024,-1.72817
FRA,Digital Workplace,AIR FRANCE KLM,Personnel Expenses Direct,001.2024,-1.72817
FRA,Digital Workplace,AIR FRANCE KLM,Subco Direct,001.2024,84.35749
FRA,Digital Workplace,AIR FRANCE KLM,Subco Direct Internal,001.2024,-0.00008
FRA,Digital Workplace,AIR FRANCE KLM,Subco Direct External,001.2024,84.35757
FRA,Digital Workplace,AIR FRANCE KLM,Contra-accounts,001.2024,-339.773
FRA,Digital Workplace,AIR FRANCE KLM,Non Personnel Costs,001.2024,-0.20583
FRA,Digital Workplace,AIR FRANCE KLM,Travel expenses,001.2024,-0.20583
FRA,Digital Workplace,AIR FRANCE KLM,Non-CH,001.2024,-27.85021
FRA,Digital Workplace,AIR FRANCE KLM,Dep of fixed assets,001.2024,-27.85021
FRA,Digital Workplace,AIR LIQUIDE,Revenue Total,001.2024,13.455
FRA,Digital Workplace,AIR LIQUIDE,Revenue External,001.2024,13.455
FRA,Digital Workplace,AIR LIQUIDE,ER Sales of Service,001.2024,13.455
FRA,Digital Workplace,AIR LIQUIDE,Personnel Costs,001.2024,-11.37376
FRA,Digital Workplace,AIR LIQUIDE,Subco Direct,001.2024,7.5
FRA,Digital Workplace,AIR LIQUIDE,Subco Direct External,001.2024,7.5
FRA,Digital Workplace,AIR LIQUIDE,Contra-accounts,001.2024,-18.87376
FRA,Digital Workplace,AIR LIQUIDE,OM,001.2024,2.08124
FRA,Digital Workplace,AVIVA,Revenue Total,001.2024,142.20667
FRA,Digital Workplace,AVIVA,Revenue External,001.2024,142.20667
FRA,Digital Workplace,AVIVA,ER Sales of Service,001.2024,142.20667
FRA,Digital Workplace,AVIVA,Personnel Costs,001.2024,-84.59425
FRA,Digital Workplace,AVIVA,Contra-accounts,001.2024,-84.59425
FRA,Digital Workplace,AVIVA,Non Personnel Costs,001.2024,-0.64946
FRA,Digital Workplace,AVIVA,Other Lease,001.2024,-0.64946
FRA,Digital Workplace,AVIVA,OM,001.2024,56.96296
FRA,Digital Workplace,BAYER,Revenue Total,001.2024,149.41311
FRA,Digital Workplace,BAYER,Revenue External,001.2024,149.41311
FRA,Digital Workplace,BAYER,ER Sales of Service,001.2024,149.41311
FRA,Digital Workplace,BAYER,Personnel Costs,001.2024,-165.54968
FRA,Digital Workplace,BAYER,Outsourced Services Direct,001.2024,-165.54968
FRA,Digital Workplace,BAYER,Outsourced Services Direct External,001.2024,-165.54968
FRA,Digital Workplace,BAYER,OM,001.2024,-16.13657
FRA,Digital Workplace,CARRIER,Revenue Total,001.2024,75.9972
FRA,Digital Workplace,CARRIER,Revenue External,001.2024,75.9972
FRA,Digital Workplace,CARRIER,ER Sales of Service,001.2024,75.9972
FRA,Digital Workplace,CARRIER,Personnel Costs,001.2024,-66.25859
FRA,Digital Workplace,CARRIER,Outsourced Services Direct,001.2024,-47.882
FRA,Digital Workplace,CARRIER,Outsourced Services Direct External,001.2024,-47.882
FRA,Digital Workplace,CARRIER,Contra-accounts,001.2024,-18.37659
FRA,Digital Workplace,CARRIER,OM,001.2024,9.73861
FRA,Digital Workplace,GROUPE CASINO,Revenue Total,001.2024,134.21049
FRA,Digital Workplace,GROUPE CASINO,Revenue External,001.2024,134.21049
FRA,Digital Workplace,GROUPE CASINO,ER Sales of Service,001.2024,134.21049
FRA,Digital Workplace,GROUPE CASINO,Personnel Costs,001.2024,-116.14861
FRA,Digital Workplace,GROUPE CASINO,Subco Direct,001.2024,-5.51172
FRA,Digital Workplace,GROUPE CASINO,Subco Direct Internal,001.2024,-5.51172
FRA,Digital Workplace,GROUPE CASINO,Contra-accounts,001.2024,-110.63689
FRA,Digital Workplace,GROUPE CASINO,OM,001.2024,18.06188
FRA,Digital Workplace,CEA,Revenue Total,001.2024,5.08972
FRA,Digital Workplace,CEA,Revenue External,001.2024,5.08972
FRA,Digital Workplace,CEA,ER Sales of Service,001.2024,5.08972
FRA,Digital Workplace,CEA,Personnel Costs,001.2024,-4.704
FRA,Digital Workplace,CEA,Contra-accounts,001.2024,-4.704
FRA,Digital Workplace,CEA,OM,001.2024,0.38572
FRA,Digital Workplace,CHUBB GROUP SECURITY LIMITED,Revenue Total,001.2024,73.97934
FRA,Digital Workplace,CHUBB GROUP SECURITY LIMITED,Revenue External,001.2024,73.97934
FRA,Digital Workplace,CHUBB GROUP SECURITY LIMITED,ER Sales of Service,001.2024,73.97934
FRA,Digital Workplace,CHUBB GROUP SECURITY LIMITED,Personnel Costs,001.2024,-51.62373
FRA,Digital Workplace,CHUBB GROUP SECURITY LIMITED,Outsourced Services Direct,001.2024,-19.06094
FRA,Digital Workplace,CHUBB GROUP SECURITY LIMITED,Outsourced Services Direct External,001.2024,-19.06094
FRA,Digital Workplace,CHUBB GROUP SECURITY LIMITED,Contra-accounts,001.2024,-32.56279
FRA,Digital Workplace,CHUBB GROUP SECURITY LIMITED,OM,001.2024,22.35561
FRA,Digital Workplace,CLUSTER MANUF. - CPG (FOOD & BEV.),Personnel Costs,001.2024,-15.66158
FRA,Digital Workplace,CLUSTER MANUF. - CPG (FOOD & BEV.),Contra-accounts,001.2024,-15.66158
FRA,Digital Workplace,CLUSTER MANUF. - CPG (FOOD & BEV.),OM,001.2024,-15.66158
FRA,Digital Workplace,COLLECTIVITES TERRITORIALES,Non Personnel Costs,001.2024,-0.14328
FRA,Digital Workplace,COLLECTIVITES TERRITORIALES,Travel expenses,001.2024,-0.14328
FRA,Digital Workplace,COLLECTIVITES TERRITORIALES,OM,001.2024,-0.14328
FRA,Digital Workplace,THE WALT DISNEY COMPANY,Revenue Total,001.2024,16.42609
FRA,Digital Workplace,THE WALT DISNEY COMPANY,Revenue External,001.2024,16.42609
FRA,Digital Workplace,THE WALT DISNEY COMPANY,ER Sales of Service,001.2024,16.42609
FRA,Digital Workplace,THE WALT DISNEY COMPANY,Personnel Costs,001.2024,-19.82728
FRA,Digital Workplace,THE WALT DISNEY COMPANY,Contra-accounts,001.2024,-19.82728
FRA,Digital Workplace,THE WALT DISNEY COMPANY,OM,001.2024,-3.40119
FRA,Digital Workplace,AIRBUS GROUP,Revenue Total,001.2024,3274.28589
FRA,Digital Workplace,AIRBUS GROUP,Revenue External,001.2024,3274.28589
FRA,Digital Workplace,AIRBUS GROUP,ER Sales of Service,001.2024,3918.07689
FRA,Digital Workplace,AIRBUS GROUP,ER Other,001.2024,-643.791
FRA,Digital Workplace,AIRBUS GROUP,Personnel Costs,001.2024,-2156.79522
FRA,Digital Workplace,AIRBUS GROUP,Personnel Expenses,001.2024,-51.75888
FRA,Digital Workplace,AIRBUS GROUP,Personnel Expenses Direct,001.2024,-51.75888
FRA,Digital Workplace,AIRBUS GROUP,Outsourced Services Direct,001.2024,-498.39497
FRA,Digital Workplace,AIRBUS GROUP,Outsourced Services Direct Internal,001.2024,-48.13747
FRA,Digital Workplace,AIRBUS GROUP,Outsourced Services Direct External,001.2024,-450.2575
FRA,Digital Workplace,AIRBUS GROUP,Contra-accounts,001.2024,-1606.64137
FRA,Digital Workplace,AIRBUS GROUP,Non Personnel Costs,001.2024,-7.34811
FRA,Digital Workplace,AIRBUS GROUP,Maintenance,001.2024,-0.95256
FRA,Digital Workplace,AIRBUS GROUP,Travel expenses,001.2024,-6.39555
FRA,Digital Workplace,AIRBUS GROUP,OM,001.2024,1110.14256
FRA,Digital Workplace,EDF,Revenue Total,001.2024,1048.10488
FRA,Digital Workplace,EDF,Revenue External,001.2024,1048.10488
FRA,Digital Workplace,EDF,ER Sales of Service,001.2024,1048.10488
FRA,Digital Workplace,EDF,Personnel Costs,001.2024,-542.67226
FRA,Digital Workplace,EDF,Subco Direct,001.2024,-162.33864
FRA,Digital Workplace,EDF,Subco Direct External,001.2024,-162.33864
FRA,Digital Workplace,EDF,Contra-accounts,001.2024,-380.33362
FRA,Digital Workplace,EDF,Non Personnel Costs,001.2024,-77.61229
FRA,Digital Workplace,EDF,Maintenance,001.2024,-40.13268
FRA,Digital Workplace,EDF,Other Lease,001.2024,-36.82976
FRA,Digital Workplace,EDF,Other means of production,001.2024,0.03888
FRA,Digital Workplace,EDF,Travel expenses,001.2024,-0.68873
FRA,Digital Workplace,EDF,Non-CH,001.2024,-42.05278
FRA,Digital Workplace,EDF,Dep of fixed assets,001.2024,-42.05278
FRA,Digital Workplace,EDF,OM,001.2024,385.76755
FRA,Digital Workplace,ENTERPRISE,Revenue Total,001.2024,37.63522
FRA,Digital Workplace,ENTERPRISE,Revenue External,001.2024,37.63522
FRA,Digital Workplace,ENTERPRISE,ER Value Added Resale,001.2024,37.63522
FRA,Digital Workplace,ENTERPRISE,Personnel Costs,001.2024,45.8773
FRA,Digital Workplace,ENTERPRISE,Subco Direct,001.2024,49.16174
FRA,Digital Workplace,ENTERPRISE,Subco Direct Internal,001.2024,-11.85615
FRA,Digital Workplace,ENTERPRISE,Subco Direct External,001.2024,61.01789
FRA,Digital Workplace,ENTERPRISE,Contra-accounts,001.2024,-3.28444
FRA,Digital Workplace,ENTERPRISE,Non Personnel Costs,001.2024,-72.59247
FRA,Digital Workplace,ENTERPRISE,Other expenses,001.2024,-72.59247
FRA,Digital Workplace,ENTERPRISE,Non-CH,001.2024,-9.79099
FRA,Digital Workplace,ENTERPRISE,Dep of fixed assets,001.2024,-9.79099
FRA,Digital Workplace,ENTERPRISE,OM,001.2024,1.12906
FRA,Digital Workplace,MIN INTERIEUR (FR),Personnel Costs,001.2024,-6.2784
